"Experience with software development and testing, and familiarity with Test Driven and Behavior Driven Development (TDD BDD), Continuous Integration, and Continuous Deployment",TRUE
  Agile development practices including story writing and backlog management,FALSE
Estimating the effort required to develop and implement,FALSE
Knows how to take the ownership of a system,TRUE
00 to  500,FALSE
"In November 2016 we announced our plans to build a next generation bank so that we can bring a greater range of smart, ethical finance products to even more people",FALSE
Required education,FALSE
"As consultants, we work on site with our clients to ensure we re delivering the best possible solution",FALSE
Data and Content,FALSE
Apply with Indeed,FALSE
Data Management   Information Governance,FALSE
LinkedIn,FALSE
"Qualified, experienced jobseekers use CWJobs to search for jobs",FALSE
Search,FALSE
Email Address,FALSE
"Software Engineer, Android Apps (Connected Data   Machine Learning)",FALSE
"You ll learn how to be a successful software engineer in our high energy and fast paced environment, and become a pro on the Bloomberg Terminal",FALSE
Location,FALSE
MNO,FALSE
Learn more OK,FALSE
   ,FALSE
Apply Now for this job,FALSE
Software Engineer   Accelerated Start up   Ja,FALSE
8 days ago    save job,FALSE
You ve always been great at solving problems,FALSE
White Papers,FALSE
22 December 2017   Salary,FALSE
P,FALSE
"We do our best work when we re happy, respectful and relaxed",FALSE
Cookies help us deliver our services,FALSE
"For more information or to apply for the role please click on this link, visit the website or email",FALSE
"70,000 a year",FALSE
Apart these projects as a group we also support and maintain applications that are inflight,FALSE
Leadership Team,FALSE
Job Description,FALSE
Share on Linkedin,FALSE
Powered by TribePad Applicant Tracking Software,FALSE
Digital Investment Banking,FALSE
Knowledge of Objective C would be a bonus,TRUE
"Whether you want to advertise a single job quickly and easily or search among more than 1 million candidates on our CV database, CWJobs can help you",FALSE
Attach Dropbox Google Drive Paste,FALSE
Are you sure you want to print this page,FALSE
Praha 1   Na Florenci Praha 1   Na P kop  Praha 1  Ovocn  trh Praha 1   Poho elec Praha 1   Politick ch v z  Praha 1   Sp len  Praha 1   Starom stsk  n m,FALSE
Get matched with top tech companies,FALSE
Ability to review 3rd party developed code and bug fix as required,TRUE
Java Developer   Martin   Conley    London   CWJobs,FALSE
nisportal,FALSE
Ability to focus on the business goals of the development concentrating on client requirements,TRUE
com,FALSE
Submit Application,FALSE
Already have a profile,FALSE
Apply now for this job on Indeed Prime and you ll also have the opportunity to be considered for similar jobs at leading companies in the Indeed Prime network for FREE,FALSE
There are five key values that we live by,FALSE
Your job,FALSE
"Qualified, experienced jobseekers use CWJobs to search for jobs",FALSE
Events,FALSE
What you ll do,FALSE
"Be committed to keeping their skills and knowledge up to date by following industry trends, attending conferences talks and having relevant certifications",TRUE
Register CV,FALSE
Jobsite apps,FALSE
"2017 Indeed   Anti Slavery Statement    Cookies, Privacy and Terms",FALSE
Krupka  Komensk ho KRUSEVAC KULA Kurgan Ku im   Legion sk  Kursk Kutn  Hora   Tylova Kyjov   Masarykovo n m,FALSE
How to apply,FALSE
The Role,FALSE
"Our new backend has a stream processing architecture, implemented via Kafka Streams",FALSE
Complete one application in minutes to be considered for this job and similar ones at leading companies,FALSE
Manage my job alerts,FALSE
Our Latest Publications,FALSE
Fieldglass encourages an open door policy and a collaborative office environment,FALSE
"London, UK",FALSE
Essential interview tips,FALSE
"In 150 characters or fewer, tell us what makes you unique",FALSE
Familiarity with JavaDoc and Doxygen,FALSE
We work in cross functional teams that work together to solve customer problems,FALSE
"NodeJS, Angular",FALSE
Job Description,FALSE
Account Email,FALSE
All site content copyright   Bleep Ltd,FALSE
"In fact they shape and guide everything we do   from improving our performance and working as a team, to hiring the right people and developing our talent",FALSE
"cious  (insightful, wise, farsighted) and is representative of our firm s character and strengths",FALSE
"An elastically scalable, fault tolerant new gateway that will orchestrate the broader Worldpay service oriented technology and utilise Worldpay s unrivalled data to deliver superior payments outcomes for global e Commerce giants",FALSE
You can add a cover letter and edit your settings at any time in My Account and can still apply in the usual way if you want to change your CV or add a cover letter before submitting your application,FALSE
"We would especially like to hear from you if you are strong in Java, Python, Haskell, Golang, or maybe also JavaScript React",FALSE
Infrastructure Security Specialist,FALSE
Native Javascript,FALSE
Go to application form,FALSE
"QxBranch is headquartered in Washington, D",FALSE
Someone applied to the Regional Account Manager position,FALSE
ORM with JPA   Hibernate,FALSE
Senior Web Developer,FALSE
Rich candidate profiles are a record of each candidate s history,FALSE
Upload your CV Sign in,FALSE
Task ticket management tools such as JIRA,FALSE
Product Manager,FALSE
Blog,FALSE
Learn more OK,FALSE
"2017 Indeed   Anti Slavery Statement    Cookies, Privacy and Terms",FALSE
1 3 years of Java development,FALSE
 ,FALSE
Careers,FALSE
Press Announcements,FALSE
Have a deep understanding of data structures and algorithms,TRUE
Minority Female Veteran Individuals with Disabilities Sexual Orientation Gender Identity,FALSE
", and Childcare Voucher Scheme",FALSE
Portugu s,FALSE
"Design, develop and test proprietary software",FALSE
"As a software developer, you will have the opportunity to employ and improve your software development skills on one or more projects simultaneously across sectors",FALSE
OptionName,FALSE
Easily apply to this job,FALSE
Strong full stack development experience is required,TRUE
Cookies help us deliver our services,FALSE
Excellent written and verbal communication skills and a team based attitude,TRUE
"Ideally demonstrable experience in designing distributed, high volume, highly available, complex transactional systems, for example using (preferably) DDD or SOA and potentially also a central  broker  (such as Kafka or potentially an ESB)",TRUE
Advanced Job Search,FALSE
Corporate YouTube Links,FALSE
Apply with Indeed,FALSE
Job Type,FALSE
6 hours ago    save job,FALSE
Register CV,FALSE
Webpack Gulp Grunt,FALSE
+44 (0)20 7602 6000,FALSE
60k to  70k + stock options,FALSE
g,FALSE
Java Developer   Ferrari Healy    London   8 days ago,FALSE
"We ll also teach you about how we do database systems, network communication, real time data processing, and build UIs",FALSE
Check out these other opportunities,FALSE
Experience as a mobile app developer,TRUE
You ll join a global team of engineers with a real passion for both innovating and solving problems,FALSE
25 days holiday,FALSE
Linux Networking and user mgmt,FALSE
Clients Clients,FALSE
About Us,FALSE
Social responsibility,FALSE
And to do this we need great transformational people that want to impact the projects and organizations that they work with,FALSE
Commercial Director   London,FALSE
"The office has embraced the modern working environment, there is flexibility around your start and finish times, they allow for a casual dress code and it s a very sociable business",FALSE
Understanding of the OSGi framework,FALSE
Salary,FALSE
"Tomcat, Weblogic and JBoss",FALSE
Legal,FALSE
"Java EE   JEE, Big Data, NoSQL, grid programming, C , C++, ES5+ JavaScript and frameworks  Python",FALSE
What is one click apply,FALSE
Current Opportunities,FALSE
Let us take care of the detail whilst you focus on delivering the best strategy for your business,FALSE
Geofencing,FALSE
What are you searching,FALSE
Career Advice,FALSE
Praha 10   Jablo ov  Praha 10   K Boti i Praha 10   Kub nsk  n m,FALSE
Job(s) has been emailed,FALSE
Expert in SQL Server Integration services 2008 2012 2016,TRUE
"The small and medium sized business focused  Worldpay Online Payments  solution, with its focus on simplicity   exemplified by merchants  ability to start accepting payments within hours",FALSE
Wishlist,FALSE
"Full Stack Developer (Java JavaScript)   global technology organisation    70  90k   Excellent opportunity to be a part of a team, developing a next generation financial services platform",FALSE
Email similar jobs to me,FALSE
Pension Scheme      29 Days Holiday      Paid Charity Days   2 days per year      Life Insurance (4x salary)      Save As You Earn Share Scheme (SAYE)      Competitive Salaries,FALSE
Ability to learn and critique new technologies quickly,TRUE
Skip to main content,FALSE
Job ID,FALSE
Salary,FALSE
Knowledge of other mobile platforms such as iOS and Windows Phone,TRUE
Have experience with OpenGL or GPU programming,TRUE
Senior Java Developer   Exl service,FALSE
Are amazingly cross skilled,FALSE
8 years of hands on development experience required,TRUE
Full time,FALSE
Home,FALSE
November 2017,FALSE
Successful candidates will join a talented and motivated team working on strategic and a highly visible client project to develop an enterprise data governance framework,FALSE
Java Developer Web Spring REST API,FALSE
Salary Checker,FALSE
Applicant Tracking System by Advorto,FALSE
150 p w,FALSE
C  Software Developer   jobs in South East London,FALSE
Perform Productions,FALSE
"At its core, our stack is Java microservices, using Netflix OSS offerings, and SPAs written in Angular 1 React, with a legacy Grails monolith",FALSE
Jobseeker Jobseeker,FALSE
Spring MVC,FALSE
   ,FALSE
Webcast Information,FALSE
Senior Java Developer,FALSE
At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society,FALSE
Responsibilities within this role include,FALSE
"Writes correct, clean and testable code with guidance, follows team better practices     Contributes to wider technical design discussions     Rarely makes the same mistake twice, begins to focus on attaining expertise in one or more areas     Learns fast and makes steady progress without the need for constant significant feedback from senior engineers     Makes steady progress on stories, knows when to ask for guidance     Able to own small  to medium problems from technical design through to completion     Capable of prioritising tasks, avoids getting caught up in unimportant details     Self sufficient in at least one product or service     Capable of providing on call support for their area     Solicits, accepts and offers feedback graciously, and learns from everything they do     Communicates assumptions and gets clarification on tasks up front     Understands how their work fits into the larger product and business goals",FALSE
What we can offer you,FALSE
"Activiti, JPA, Hazel Cast",FALSE
"Spectrum House, 32 34 Gordon House Rd, London, NW5 1LP   Company Registration Number",FALSE
"Oracle (or other SQL databases),",FALSE
Web Developer   Empiric    London   CWJobs,FALSE
"00 to  50,000",FALSE
COM,FALSE
Experience with Drupal or PHP,TRUE
com,FALSE
Features,FALSE
60198   Organization,FALSE
EMEA+44 20 7330 7500,FALSE
For any queries contact us  twgrads,FALSE
Primary Location,FALSE
"Good SQL skills, plus JDBC",FALSE
Ability to provide realistic estimation for features and bug fixings,TRUE
"The convenient app to read this page at any time, even offline",FALSE
Depop s purpose is to empower creative minds,FALSE
) allowing you to thrive in an environment where we like to give people autonomy and judge them on the ability to deliver on time,FALSE
Markets,FALSE
Excellent oral and written communication skills,TRUE
FAQ,FALSE
Opportunities,FALSE
London,FALSE
Java 8,FALSE
Java Developer jobs,FALSE
Hazelcast,FALSE
What   Where     ,FALSE
What is one click apply,FALSE
How did you hear about this job,FALSE
Application closing date,FALSE
"Enterprise Java Beans, JEE, JSF, EJB or JPA or JMS, SQL",FALSE
MFx30YEARSANDCOUNTING,FALSE
filtersAppliedText,FALSE
At Zopa we re pragmatic programmers   both the cutting edge and the tried and tested get a voice,FALSE
Integrating python services into the new Kafka Streams based architecture,FALSE
What   Where     ,FALSE
Lingerie and Nightwear,FALSE
Upload your CV Sign in,FALSE
com,FALSE
What s in it for you,FALSE
Spain,FALSE
We re looking for experienced engineers that have solved big challenges that come from working at scale,TRUE
Gift Cards,FALSE
You must also be able to handle the continual flow of new requests and ensure there is a process in place which means the most important requests are developed,TRUE
Jobs in London,FALSE
Software Developer jobs,FALSE
My Jobpage,FALSE
"32,000    40,000 a year",FALSE
Austria,FALSE
"Switch and Router configuration   JunOS, IOS, Vyatta, pfSense",FALSE
MongoDB,FALSE
Maintenance of relevant technical sections of the internal Knowledge Base,TRUE
This job has been emailed to,FALSE
Building software products for external customers,FALSE
Global Offices Learn More,FALSE
com,FALSE
This role is business focused and expected to inclusive of the entire collaborative business environment,FALSE
Processing,FALSE
"Building high performance, massively scalable, always available Cloud based systems",FALSE
Terms and Conditions,FALSE
"The successful candidate will join a team of high reaching, enthusiastic Software Developers, QA s and PM s delivering business critical solutions for Globally recognised brands",FALSE
"We re engineers and designers, analytical and creative, but above all we re fans",FALSE
"As part of our cross functional agile team, you will program, test and complete user stories along with the rest of our developers, but your background will make you the  go to guy  when it comes to concepts and technologies like Event Sourcing, Queuing, Microservice Architectures, Continuous Delivery, Configuration Management, Virtualisation, Containerisation, for example",FALSE
in,FALSE
Mobile Page Builder,FALSE
Businesses   retailers,FALSE
London,FALSE
"Kafka, Kafka Streams, Kafka Connectors or similar data aggregation   log buffering technologies",FALSE
Company overview,FALSE
Experience performing SQL Server DBA activities highly desirable,TRUE
"Senior Java Developer (Finance, Spring, Unix, iOS, Android)",FALSE
Good knowledge of C C++ Java and scripting,FALSE
Copyright and database rights Totaljobs Group Ltd 2017,FALSE
Working in an Agile environment,FALSE
We noticed you have accounts in our  Talent Community  and  Application  systems,FALSE
31 Jan 2018 Hours,FALSE
"00 to  65,000",FALSE
Match en direct,FALSE
Email this job,FALSE
Terms and Conditions,FALSE
Nice to have skills,FALSE
Click to display the search engine,FALSE
Maintain ownership of the website IA (information architecture) and how it evolves over time,FALSE
Its unique outreach capability everywhere in the world and its experienced analysts team will help clients of its services refine their offerings and build successful business models that will last and will transform the markets they serve,FALSE
Non Degree Program,FALSE
Job Search,FALSE
Sales,FALSE
Resilience to change   Because it can and will happen,FALSE
We are the third largest FinTech Company in the world,FALSE
SA Hru ovany nad Jevi ovkou   n m,FALSE
"Receive an individual profile written by our content experts, plus interview intel from a dedicated Career Coach",FALSE
Senior Java Developer Contractor up to  450   Digitizers Ltd    London,FALSE
Practical experience with asynchronous systems including message queuing,FALSE
"Since 2007, we ve set about making it as easy, fun and fair as possible for you to see your favorite artists live",FALSE
Start Your Application,FALSE
Please note,FALSE
Spring Framework including Spring Boot for microservices,FALSE
"Independent thinker, willing to engage, challenge or learn",TRUE
Macquarie,FALSE
Job Summary,FALSE
Full time,FALSE
Mobile app Mobile app,FALSE
Strong analytical and statistical skills,FALSE
Say hello,FALSE
Google+,FALSE
Reference,FALSE
"Develops software solutions by studying information needs  conferring with users  studying systems flow, data usage, and work processes  investigating problem areas  following the software development lifecycle",FALSE
My profile,FALSE
Advanced Job Search,FALSE
Enter a message (optional),FALSE
Corporate   Institutional Banking,FALSE
You can only store 5 CV or 5 other documents in your profile,FALSE
EOE M F D V,FALSE
"If you would like to discuss your requirements, or have any concerns about the application process, please contact your recruiter",FALSE
Training will be provided,FALSE
SHOP ALL JUST IN,FALSE
Agility,FALSE
What   Where     ,FALSE
We look to continually learn and adapt,FALSE
If you are interested in this opportunity please send your details to us by applying online with your CV,FALSE
Date,FALSE
Register CV,FALSE
Experience using Angular,TRUE
Advertise a job,FALSE
Apply Now,FALSE
You are not currently logged in,FALSE
Java Developer jobs,FALSE
Back end Developer,FALSE
Full Time,FALSE
I remember my password,FALSE
So let s take this journey together,FALSE
Apply,FALSE
Belgium,FALSE
"Acturis Ltd is registered in the UK, no",FALSE
ePlayer,FALSE
3500 Pound Sterling (GBP),FALSE
Jobseeker sign in,FALSE
Test driven development principles,FALSE
All jobs   Java Developer,FALSE
Senior Web Developer   Vantage Recruitment Solutions Ltd    London   Jobsite UK    4 days ago,FALSE
service nafi,FALSE
Experience with the practice of continuous integration,TRUE
Java Developer jobs in London,FALSE
"Express ideas and concerns clearly, concisely, logically, and persuasively both verbally and in writing",FALSE
"2017 Indeed   Anti Slavery Statement    Cookies, Privacy and Terms",FALSE
back to top,FALSE
1 Click Apply,FALSE
Works with colleagues to understand website requirements and needs,FALSE
Please enter your email address,FALSE
"Specializations in computer science, advanced mathematics and physics are highly regarded",FALSE
"We have big goals, and we want the people who join us to be self confident, focused on customers and delivery, and who are structured and committed in their approach",FALSE
Rates,FALSE
Posted by,FALSE
Playlist Close,FALSE
Contact,FALSE
Powerful teams,FALSE
Manage the team of developers and provide daily support,FALSE
With good understanding of JSON XML XSLT XSD,FALSE
CWJobs MP JEE IB,FALSE
Twitter,FALSE
"Asynchrony Labs UK, a subsidiary of WWT EMEA UK LTD",FALSE
(Optional),FALSE
Hire collaboratively,FALSE
Java Developer (High numeracy skills),FALSE
"Extensive knowledge of large storage systems, distributed storage systems and file system internals, Big Data highly advantageous",TRUE
Tell us about yourself,FALSE
Net and C,FALSE
Solid core Java programming skills   Java7 and above,FALSE
Bags,FALSE
"Collaborate with other Software Developers, Traders, Quantitative Researchers, and Business Analysts in cross functional team environments",FALSE
Salmon,FALSE
"The individual needs the ability to present to leadership and can help build a solution based on client requests, sometimes with minimal knowledge of the full end product",TRUE
The company is looking for the successful candidate to lead the software development of a Virtual gaming solution(VAG),TRUE
"Sagentia helps to transform possibilities into successful products, combining expertise in science and technology with our love of invention and problem solving",FALSE
Feature Tour,FALSE
New Search,FALSE
Lebanon,FALSE
APJ sap,FALSE
Existing customer login,FALSE
Performing the maintenance and modification of programs currently in production,FALSE
Webinars,FALSE
My Submissions,FALSE
Email,FALSE
New Users,FALSE
Reset your password,FALSE
Opportunity to work remotely and flexible hours,FALSE
GB Nottingham   Department,FALSE
Java Developer Web Spring REST API,FALSE
Integrated Marketing,FALSE
Full Stack Developer   Node,FALSE
Administration,FALSE
Skills usage and development is equally important for all,FALSE
Prototypes,FALSE
IT jobs in London,FALSE
6 Months,FALSE
Office 207 209   Regus Temple Row   43 Temple Row   Birmingham   B2 5LS,FALSE
Partner Support,FALSE
"Front end frameworks, tools and libraries",FALSE
NET Mobile Developer Full Stack Android iOS Agile Pair Programming TDD Kanban Enterprise Web Applications Lead Mobile Developer iOS and Android C  Software Developer C  Developer,FALSE
You will,FALSE
JAVA EE7,FALSE
Educated to degree level or equivalent within software engineering or computer science or similar subject,FALSE
Overheard  Unrulyco,FALSE
Job title or skill,FALSE
Jobseeker sign in,FALSE
Job Summary,FALSE
Job Location,FALSE
Francais du Canada,FALSE
at Secret Escapes  (View all jobs),FALSE
My saved jobs,FALSE
The Style Report,FALSE
"  Proficient understanding of code versioning tools, such as Git",FALSE
"The team is currently building the next generation of strategic risk, PnL and API services  utilising cutting edge technology to meet complex trader requirements and the demands of an increasingly electronic business",FALSE
Data,FALSE
Social networks   Follow us on Twitter,FALSE
"South East London (SE1), South East London",FALSE
Please note that all applicants must disclose whether that they possess the right to work in the U,FALSE
Find JobsCompany ReviewsFind SalariesFind CVsEmployers   Post Job,FALSE
Read less,FALSE
Permanent,FALSE
Not for you,FALSE
SHOP THE TRENDS,FALSE
Printable Format,FALSE
"We are looking for candidates with a very good understanding of either Java or Python (C  as a plus), and a willingness to learn the other(s)",FALSE
Email Address,FALSE
Global Network Services Engineer,FALSE
You can add a cover letter and edit your settings at any time in My Account and can still apply in the usual way if you want to change your CV or add a cover letter before submitting your application,FALSE
Find JobsCompany ReviewsFind SalariesFind CVsEmployers   Post Job,FALSE
Back,FALSE
Previous experience working in geographically dispersed teams,TRUE
0   10    Career Status,FALSE
If you are interested in hearing please do not hesitate to respond with an updated copy of your CV to info at the rate itcontractorsgroup dot com,FALSE
Essential,FALSE
Proven skills and experience in translating UI design to web applications,TRUE
Provide technical expertise and ownership of technical issues,TRUE
News,FALSE
Find JobsCompany ReviewsFind SalariesFind CVsEmployers   Post Job,FALSE
Save Job,FALSE
4 days ago    save job,FALSE
To develop end user software solutions,FALSE
Find JobsCompany ReviewsFind SalariesFind CVsEmployers   Post Job,FALSE
Requirements,FALSE
"Java, OO, Senior, Developer  Engineer, Software, Architecture, Full Stack",FALSE
"London, England, United Kingdom   Technology",FALSE
Senior FPGA Hardware Designer,FALSE
Junior Java Developer jobs,FALSE
Country Select Algeria Australia Austria Bahamas Bahrain Cameroon Canada Chile China Colombia Costa Rica Czech Republic Denmark Dominican Republic Ecuador El Salvador France Germany Guatemala Haiti Honduras Hong Kong Hungary India Indonesia Ireland Israel Ivory Coast Japan Jersey Jordan Malaysia Mexico Morocco Netherlands Nigeria Norway Pakistan Panama Peru Philippines Poland Puerto Rico Romania Singapore South Africa South Korea Sweden Switzerland Taiwan Thailand Turkey United Arab Emirates United Kingdom United States Uruguay Venezuela Vietnam,FALSE
Application Servers (Red Hat EAP 6 7),FALSE
Learn something new every day,FALSE
"Java Developer with experience in complex software development project(s) in a commercial environment, using Java and related technologies to be based at our Camden Town offices",TRUE
What makes us unique is the way in which we work  fostering an inclusive environment where every employee is empowered to speak up and make a real impact,FALSE
Instagram,FALSE
North American vacancies,FALSE
Salary,FALSE
My account,FALSE
Java Developer jobs,FALSE
"00 to  70,000",FALSE
"Passion for pairing, mentoring, coaching, and leading software teams",FALSE
Macquarie Group Limited    London   1 day ago,FALSE
Scala Developer   AKKA Persistence OR streaming OR clustering,FALSE
"One click apply is an additional way to apply using your saved CV, with just one click or tap",FALSE
Salary,FALSE
Upload your CV Sign in,FALSE
Enter the email address associated with your account and we will send you a new password,FALSE
"Knowledge of any of MFC, Java or AngularJS would be added advantage",FALSE
Pack and move relocation available,FALSE
By using the BJSS website you consent to our use of cookies in accordance with our Cookie Policy,FALSE
"Full Stack Web Guild   London, United Kingdom   Full Time",FALSE
Advanced Job Search,FALSE
Find out more,FALSE
Location,FALSE
We are looking for exceptional iOS and or Android developers to turn our next generation technology into impactful and beautiful products,TRUE
Contact,FALSE
Develop and maintain internal and external collaborative relationships,TRUE
Mimecast is looking for experienced mid level to Senior Core Java Software Engineers to join the DB Services engineering team,TRUE
Match jobs to LinkedInprofile,FALSE
Existing Users,FALSE
Customer Strategy,FALSE
Cover Letter,FALSE
Software Developer,FALSE
Phone,FALSE
Cookies help us deliver our services,FALSE
Professionally represent Qumu by demonstrating technical and product expertise with customers and partners,FALSE
CWJobs CWJobs,FALSE
Easily apply to this job,FALSE
Salary transparency,FALSE
Experience with Hadoop or similar technologies,TRUE
Retail,FALSE
Hyeres Ianca IASI Idron Ifs Igny Illkirch Graffenstaden Imphy INDJIJA Ineu Insuratei Intorsura Buzaului Iran (Islamic Republic Of) Irkutsk Isaccea Isbergues Isigny Sur Mer Issoire Issoudun Issy Les Moulineaux Istres Ivan ice  Komensk ho n m,FALSE
Working with Scrum in a multiple scrum team environments,FALSE
Experience of Git (we use Bitbucket),TRUE
Java experience,FALSE
Yoti in partnership with Indeed Prime   Senior Java Developer,FALSE
"Grafana, Kibana, ElasticSearch, TICK stack or similar analytics + monitoring technologies",FALSE
COO,FALSE
at Consensys,FALSE
"We are looking for someone who will be proactive, passionate, innovative and not afraid to speak their mind",TRUE
Privacy policy,FALSE
Select Abbeville Acheres Adjud Adygeya Afumati Agay Agde Agen Aghiresu Agnita Agon Coutainville Aiud Aix En Provence Aix Les Bains Aix Les Milles Aizenay Ajaccio Akbou Alba Iulia Albert Albertville Albi Albota ALEKSINAC Alencon Ales Alesd Alexandria Alfortville ALGER Allauch Allonnes Altai Altkirch Amancy Amara Amberieu En Bugey Ambert Amboise Amelie Les Bains Amiens Amilly Amneville Amur Region Ancenis Andernos Bains Andresy Andrezieux Boutheon Angers Angerville Anglet Angouleme ANNABA Annecy Annecy Le Vieux Annemasse Annet Sur Marne Annonay Antibes Antony AOSTA Apahida APATIN Apt Arad ARANDJELOVAC Arcachon Arcueil Ardud Ares Argeles Gazost Argeles Sur Mer Argences Argentan Argentat Argenteuil Argentina Argenton Creuse Arkhangelsk Arles Armentieres Arnouville Arpajon Arras Arzew  ASCOLI PICENO A    Hlavn  Asnieres Sur Seine Astrakhan Athis Mons Aubagne Aubenas Aubergenville Aubervilliers Aubiere Auby Aucamville Auch Audenge Audincourt Aulnay Sous Bois Aulnoye Aymeries Auneau Auray Aurillac Auterive Autun Auvers Sur Oise Auxerre Auxonne Avallon Avignon Avon Avranches Avrig Avrille Ax Les Thermes Ay Aytre Azazga Azuga Babadag Babeni Bacau Baccarat Baciu BACKA PALANKA BACKA TOPOLA Bagneres De Bigorre Bagneres Luchon Bagneux Bagnolet Bagnols Sur Ceze Bahrain Baia Mare Baia Sprie Baicoi Baile Herculane Bailesti Bain De Bretagne Ballancourt Sur Essonne Balma Bals BANATSKI KARLOVAC Band Bandol Bangalore Barbezieux Barentin BARI Barlad Bar Le Duc Barr Bascov Bashkortostan Bassens Bastia Batna  Bayeux Bayonne BBA Beaucaire Beauchamp Beaugency Beaulieu Sur Mer Beaumont Beaumont Sur Oise Beaune Beauvais BECEJ Bechet Beclean Begles Beijing Beijing Beijing Beius BEJAIA Belfast Belfort Belgorod Bellegarde Sur Valserine Bellerive Sur Allier Belley Ben tky nad Jizerou   5,FALSE
Agri tech,FALSE
"Experience with Kafka, or some distributed log   message queuing system",TRUE
Try to be creative and say something that will catch our eye,FALSE
"Bash, Python, perl, ruby, etc",FALSE
Masaryka Offranville Oissel Olivet Ollioules Olomouc Olomouc   H lkova Olomouc   Litovelsk  Olomouc   Okru n  Olomouc    antovka Olomouc   T,FALSE
Resume CV,FALSE
CWJobs CWJobs,FALSE
"Company s business portfolio consists of the most prominent names in the business, including Bet365, William Hill, PaddyPower, Gala, Coral, Betclic, Winner, Betfair, Poker770, etc",FALSE
"You should never need to provide bank account details or any other financial information, or make any form of payment, when applying for a job",FALSE
